nome_cont,nro_proc,ano_fisc,tipo_rec,nro_acordao,dt_secao,relator,decisao,ementa
SENDI ENGENHARIA E CONSTRUCOES LTDA.,10825.722939/2012-21,2012,RECURSO VOLUNTARIO,1302-004.891,13/10/2020,CLEUCIO SANTOS NUNES,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por unanimidade de votos, em negar provimento ao recurso voluntário, nos termos do relatório e voto do relator.
(documento assinado digitalmente)
Luiz Tadeu Matosinho Machado - Presidente
(documento assinado digitalmente)
Cleucio Santos Nunes - Relator
Participaram do presente julgamento os Conselheiros: Paulo Henrique Silva Figueiredo, Gustavo Guimarães da Fonseca, Ricardo Marozzi Gregório, Flávio Machado Vilhena Dias, Andréia Lúcia Machado Mourão, Cleucio Santos Nunes, Fabiana Okchstein Kelbert e Luiz Tadeu Matosinho Machado (Presidente).","ASSUNTO: IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA (IRPJ)
Período de apuração: 01/04/2008 a 30/06/2008
COMPENSAÇÃO. SALDO NEGATIVO DE IRPJ. LUCRO PRESUMIDO. REGIME DE EMPREITADA TOTAL. NECESSIDADE DE COMPROVAÇÃO
Para a homologação de compensação de crédito decorrente de saldo negativo de IRPJ apurado no regime de lucro presumido, o percentual de 8% será aplicado quando o contribuinte comprovar que a contratação se deu em regime de empreitada total com fornecimento de material empregado na obra. COMPENSAÇÃO ÔNUS DA PROVA. Por se tratar de procedimento de compensação, compete ao contribuinte o ônus de comprovar que executou a mão de obra e forneceu os materiais contratados. A ausência de um dos contratos ou a simples juntada de notas fiscais demonstra fragilidade na instrução processual que impede o reconhecimento integral do crédito. GLOSA DA DIFERENÇA DE VALORES. É cabível a glosa dos valores não efetivamente comprovados pelo despacho decisório, o que decorre logicamente do afastamento do percentual de 8% e substituição pelo percentual de 32% sobre a base de cálculo do IRPJ em que não se comprovou o regime de empreitada total. Recurso voluntário improvido."
AXIS TRADE BRASIL COMISSARIA DE DESPACHOS LTDA,10480.908150/2012-11,2012,RECURSO VOLUNTARIO,1302-004.863,13/10/2020,Luiz Tadeu Matosinho Machado,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por unanimidade de votos, em negar provimento ao recurso voluntário, nos termos do relatório e voto do relator.
(documento assinado digitalmente)
Luiz Tadeu Matosinho Machado  Presidente e Relator
Participaram do presente julgamento os Conselheiros: Paulo Henrique Silva Figueiredo, Gustavo Guimarães da Fonseca, Ricardo Marozzi Gregório, Flávio Machado Vilhena Dias, Andréia Lucia Machado Mourão, Cleucio Santos Nunes, Fabiana Okchstein Kelbert, Luiz Tadeu Matosinho Machado (Presidente).","ASSUNTO: NORMAS GERAIS DE DIREITO TRIBUTÁRIO
Ano-calendário: 2009
IRPJ. COMPENSAÇÃO. PAGAMENTO INDEVIDO OU A MAIOR. DCTF RETIFICADORA APRESENTADA DEPOIS DO DESPACHO DECISÓRIO. POSSIBILIDADE. DIREITO CREDITÓRIO. NECESSIDADE DE COMPROVAÇÃO DO ERRO DE FATO.
Admite-se a apresentação de DCTF retificadora, mesmo depois de proferido o despacho decisório pela autoridade administrativo. Porém, a simples apresentação de DCTF retificadora, uma vez que já tinha sido proferido o despacho decisório, não é suficiente para a confirmação do crédito pleiteado, sendo imprescindível a apresentação dos elementos da apuração, especialmente os extraídos da escrituração contábil, que comprovem o erro de fato cometido que ensejou o pagamento à maior.

ASSUNTO: PROCESSO ADMINISTRATIVO FISCAL
Ano-calendário: 2009
PROVA. DIREITO CREDITÓRIO. RETIFICAÇÃO DE DECLARAÇÃO. FALTA DE APRESENTAÇÃO DE ELEMENTO COMPROBATÓRIOS. CONVERSÃO EM DILIGÊNCIA. NÃO CABIMENTO.
Não sendo apresentados quaisquer elementos de comprovação do direito alegado pelo sujeito passivo, mesmo depois de sublinhada tal necessidade na decisão de primeira instância, não há como acolher a pretensão de baixa dos autos em diligência, posto que esta não pode servir como instrumento de instrução processual da qual não se desincumbiu a parte interessada na forma e momento devidos."
AXIS TRADE BRASIL COMISSARIA DE DESPACHOS LTDA,10480.908149/2012-89,2012,RECURSO VOLUNTARIO,1302-004.866,13/10/2020,Luiz Tadeu Matosinho Machado,"Acordam os membros do colegiado, por unanimidade de votos, em negar provimento ao recurso voluntário, nos termos do voto condutor. Este julgamento seguiu a sistemática dos recursos repetitivos, sendo-lhe aplicado o decidido no Acórdão nº 1302-004.863, de 13 de outubro de 2020, prolatado no julgamento do processo 10480.908150/2012-11, paradigma ao qual o presente processo foi vinculado.

(assinado digitalmente)
Luiz Tadeu Matosinho Machado  Presidente Redator
Participaram da sessão de julgamento os Conselheiros: Paulo Henrique Silva Figueiredo, Gustavo Guimarães da Fonseca, Ricardo Marozzi Gregório, Flávio Machado Vilhena Dias, Andréia Lucia Machado Mourão, Cleucio Santos Nunes, Fabiana Okchstein Kelbert, Luiz Tadeu Matosinho Machado (Presidente).","ASSUNTO: NORMAS GERAIS DE DIREITO TRIBUTÁRIO
Ano-calendário: 2009
IRPJ. COMPENSAÇÃO. PAGAMENTO INDEVIDO OU A MAIOR. DCTF RETIFICADORA APRESENTADA DEPOIS DO DESPACHO DECISÓRIO. POSSIBILIDADE. DIREITO CREDITÓRIO. NECESSIDADE DE COMPROVAÇÃO DO ERRO DE FATO.
Admite-se a apresentação de DCTF retificadora, mesmo depois de proferido o despacho decisório pela autoridade administrativo. Porém, a simples apresentação de DCTF retificadora, uma vez que já tinha sido proferido o despacho decisório, não é suficiente para a confirmação do crédito pleiteado, sendo imprescindível a apresentação dos elementos da apuração, especialmente os extraídos da escrituração contábil, que comprovem o erro de fato cometido que ensejou o pagamento à maior.

ASSUNTO: PROCESSO ADMINISTRATIVO FISCAL
Ano-calendário: 2009
PROVA. DIREITO CREDITÓRIO. RETIFICAÇÃO DE DECLARAÇÃO. FALTA DE APRESENTAÇÃO DE ELEMENTO COMPROBATÓRIOS. CONVERSÃO EM DILIGÊNCIA. NÃO CABIMENTO.
Não sendo apresentados quaisquer elementos de comprovação do direito alegado pelo sujeito passivo, mesmo depois de sublinhada tal necessidade na decisão de primeira instância, não há como acolher a pretensão de baixa dos autos em diligência, posto que esta não pode servir como instrumento de instrução processual da qual não se desincumbiu a parte interessada na forma e momento devidos."
AXIS TRADE BRASIL COMISSARIA DE DESPACHOS LTDA,10480.908148/2012-34,2012,RECURSO VOLUNTARIO,1302-004.865,13/10/2020,Luiz Tadeu Matosinho Machado,"Acordam os membros do colegiado, por unanimidade de votos, em negar provimento ao recurso voluntário, nos termos do voto condutor. Este julgamento seguiu a sistemática dos recursos repetitivos, sendo-lhe aplicado o decidido no Acórdão nº 1302-004.863, de 13 de outubro de 2020, prolatado no julgamento do processo 10480.908150/2012-11, paradigma ao qual o presente processo foi vinculado.

(assinado digitalmente)
Luiz Tadeu Matosinho Machado  Presidente Redator
Participaram da sessão de julgamento os Conselheiros: Paulo Henrique Silva Figueiredo, Gustavo Guimarães da Fonseca, Ricardo Marozzi Gregório, Flávio Machado Vilhena Dias, Andréia Lucia Machado Mourão, Cleucio Santos Nunes, Fabiana Okchstein Kelbert, Luiz Tadeu Matosinho Machado (Presidente).","ASSUNTO: NORMAS GERAIS DE DIREITO TRIBUTÁRIO
Ano-calendário: 2009
IRPJ. COMPENSAÇÃO. PAGAMENTO INDEVIDO OU A MAIOR. DCTF RETIFICADORA APRESENTADA DEPOIS DO DESPACHO DECISÓRIO. POSSIBILIDADE. DIREITO CREDITÓRIO. NECESSIDADE DE COMPROVAÇÃO DO ERRO DE FATO.
Admite-se a apresentação de DCTF retificadora, mesmo depois de proferido o despacho decisório pela autoridade administrativo. Porém, a simples apresentação de DCTF retificadora, uma vez que já tinha sido proferido o despacho decisório, não é suficiente para a confirmação do crédito pleiteado, sendo imprescindível a apresentação dos elementos da apuração, especialmente os extraídos da escrituração contábil, que comprovem o erro de fato cometido que ensejou o pagamento à maior.

ASSUNTO: PROCESSO ADMINISTRATIVO FISCAL
Ano-calendário: 2009
PROVA. DIREITO CREDITÓRIO. RETIFICAÇÃO DE DECLARAÇÃO. FALTA DE APRESENTAÇÃO DE ELEMENTO COMPROBATÓRIOS. CONVERSÃO EM DILIGÊNCIA. NÃO CABIMENTO.
Não sendo apresentados quaisquer elementos de comprovação do direito alegado pelo sujeito passivo, mesmo depois de sublinhada tal necessidade na decisão de primeira instância, não há como acolher a pretensão de baixa dos autos em diligência, posto que esta não pode servir como instrumento de instrução processual da qual não se desincumbiu a parte interessada na forma e momento devidos."
VP SERVICOS TERCEIRIZADOS LTDA,12897.000699/2009-96,2009,RECURSO VOLUNTARIO,1402-005.179,11/11/2020,Não informado,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por unanimidade de votos, negar provimento recurso voluntário.
(documento assinado digitalmente)
Paulo Mateus Ciccone - Presidente
(documento assinado digitalmente)
Luciano Bernart - Relator

Participaram do presente julgamento os Conselheiros: Marco Rogerio Borges, Leonardo, Luis Pagano Goncalves, Evandro Correa Dias, Junia Roberta Gouveia Sampaio, Iágaro Jung Martins, Paula Santos de Abreu, Luciano Bernart, Paulo Mateus Ciccone (Presidente).","ASSUNTO: IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA (IRPJ)
Ano-calendário: 2007
ALEGAÇÃO DE ENGANO. AUSÊNCIA DE VONTADE DELITIVA. RESPONSABILIDADE OBJETIVA.
A responsabilidade por infrações é objetiva e independe da intenção do agente ou do responsável para fins de aplicação do art. 136 do CTN.
MULTA ISOLADA EM VIRTUDE DE NEGATIVA DE COMPENSAÇÃO. TENTATIVA DE CANCELAMENTO DE DCOMP POR MEIO DE DCTF. IMPOSSIBILIDADE.
A DCTF não serve para anular DCOMP ou impedir o processo de compensação, mesmo que o contribuinte expressamente o declare naquela declaração."
HELBOR EMPREENDIMENTOS S.A.,13884.722271/2012-13,2012,RECURSO VOLUNTARIO,1402-005.193,12/11/2020,Não informado,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por unanimidade de votos, negar provimento ao recurso voluntário.
(documento assinado digitalmente)
Paulo Mateus Ciccone - Presidente
(documento assinado digitalmente)
Luciano Bernart - Relator

Participaram do presente julgamento os Conselheiros: Marco Rogerio Borges, Leonardo, Luis Pagano Goncalves, Evandro Correa Dias, Junia Roberta Gouveia Sampaio, Iágaro Jung Martins, Paula Santos de Abreu, Luciano Bernart, Paulo Mateus Ciccone (Presidente).","ASSUNTO: NORMAS DE ADMINISTRAÇÃO TRIBUTÁRIA
Ano-calendário: 2007
COMPENSAÇÃO. PRAZO PARA HOMOLOGAÇÃO. DECLARAÇÃO RETIFICADORA. RENOVAÇÃO DO PRAZO.
O prazo estabelecido no § 5° do art. 74 da Lei 9.430/96 para o fisco homologar a compensação é de cinco anos contados da data do envio da declaração de compensação, prazo este que é renovado em caso de apresentação espontânea de nova declaração.
COMPENSAÇÃO NÃO HOMOLOGADA DE IRPJ. HOMOLOGAÇÃO DE CSLL. ALEGAÇÃO DE EQUÍVOCO. AUSÊNCIA DE JUSTIFICATIVA PARA IGUALDADE. IMPOSSIBILIDADE DE ALTERAÇÃO.
Mesmo que comprovado o equívoco em homologação de CSLL, este não tem o condão de fazer alterar não homologação realizada adequadamente em IRPJ."
ELANCO SAUDE ANIMAL LTDA,10880.960909/2008-70,2008,RECURSO VOLUNTARIO,1401-004.394,17/06/2020,LUIZ AUGUSTO DE SOUZA GONCALVES,"Acordam os membros do colegiado, por unanimidade de votos, negar provimento ao recurso voluntário. Este julgamento seguiu a sistemática dos recursos repetitivos, sendo-lhe aplicado o decidido no Acórdão nº 1401-004.392, de 17 de junho de 2020, prolatado no julgamento do processo 10880.954206/2008-11, paradigma ao qual o presente processo foi vinculado.
(assinado digitalmente)
Luiz Augusto de Souza Gonçalves  Presidente Redator

Participaram da sessão de julgamento os Conselheiros: Cláudio de Andrade Camerano, Daniel Ribeiro Silva, Carlos André Soares Nogueira, Luciana Yoshihara Arcangelo Zanin, Nelso Kichel, Letícia Domingues Costa Braga, Eduardo Morgado Rodrigues e Luiz Augusto de Souza Gonçalves (Presidente).","ASSUNTO: IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA (IRPJ)
Ano-calendário: 1999
DECLARAÇÃO DE COMPENSAÇÃO. AUSÊNCIA DE COMPROVAÇÃO DOS CRÉDITOS. CERTEZA E LIQUIDEZ.
Em sede de restituição/compensação compete ao contribuinte o ônus da prova do fato constitutivo do seu direito, cabendo a este demonstrar, mediante adequada instrução probatória dos autos, os fatos eventualmente favoráveis às suas pretensões."
ELANCO SAUDE ANIMAL LTDA,10880.954206/2008-11,2008,RECURSO VOLUNTARIO,1401-004.392,17/06/2020,LUCIANA YOSHIHARA ARCANGELO ZANIN,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por unanimidade de votos, negar provimento ao recurso voluntário.
(documento assinado digitalmente)
Luiz Augusto de Souza Gonçalves - Presidente
(documento assinado digitalmente)
Luciana Yoshihara Arcangelo Zanin - Relatora
(documento assinado digitalmente)
Participaram do presente julgamento os Conselheiros: Cláudio de Andrade Camerano, Daniel Ribeiro Silva, Carlos André Soares Nogueira, Luciana Yoshihara Arcangelo Zanin, Nelso Kichel, Letícia Domingues Costa Braga, Eduardo Morgado Rodrigues e Luiz Augusto de Souza Gonçalves (Presidente).","ASSUNTO: IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA (IRPJ)
Ano-calendário: 1999
DECLARAÇÃO DE COMPENSAÇÃO. AUSÊNCIA DE COMPROVAÇÃO DOS CRÉDITOS. CERTEZA E LIQUIDEZ.
Em sede de restituição/compensação compete ao contribuinte o ônus da prova do fato constitutivo do seu direito, cabendo a este demonstrar, mediante adequada instrução probatória dos autos, os fatos eventualmente favoráveis às suas pretensões."
TNT EXPRESS BRASIL LTDA.,10880.932817/2009-81,2009,RECURSO VOLUNTARIO,1302-005.029,11/11/2020,CLEUCIO SANTOS NUNES,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por unanimidade de votos, em negar provimento ao recurso voluntário, nos termos do relatório e voto do relator.
(documento assinado digitalmente)
Luiz Tadeu Matosinho Machado - Presidente
(documento assinado digitalmente)
Cleucio Santos Nunes - Relator
Participaram do presente julgamento os Conselheiros: Paulo Henrique Silva Figueiredo, Gustavo Guimarães da Fonseca, Ricardo Marozzi Gregório, Flávio Machado Vilhena Dias, Andréia Lúcia Machado Mourão, Cleucio Santos Nunes, Fabiana Okchstein Kelbert e Luiz Tadeu Matosinho Machado (Presidente).","ASSUNTO: IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA (IRPJ)
Ano-calendário: 2002
COMPENSAÇÃO. HOMOLOGAÇÃO PARCIAL. SALDO NEGATIVO DE IRPJ COM DÉBITOS DA CONTRIBUINTE. CRÉDITO APURADO INFERIOR AO DÉBITO. HOMOLOGAÇÃO PARCIAL
Quando a PER/DCOMP for transmitida após o vencimento do débito de IRPJ compensado com saldo negativo do referido imposto, deve ser acrescido ao montante do débito os jutos moratório do período para homologação total da compensação.
INSTRUÇÕES NORMATIVAS DA SECRETARIA DA RECEITA FEDERAL. REGULAMENTAÇÃO DA FORMA DE ATUALIZAÇÃO DO CRÉDITO DO CONTRIBUINTE. LEGALIDADE
São lícitas as Instruções Normativas da Secretaria da Receita Federal, com a finalidade de regulamentar a forma de atualização do crédito do contribuinte compensável com débitos tributários. Atos normativos que encontram amparo no art. 74, § 12 da Lei nº 9.430, de 1996, que regulamenta o direito à compensação de tributos federais mediante o procedimento de PER/DCOMP."
SUL AMERICA COMPANHIA NACIONAL DE SEGUROS,16682.900032/2012-67,2012,RECURSO VOLUNTARIO,1302-005.034,11/11/2020,CLEUCIO SANTOS NUNES,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por maioria de votos, em negar provimento ao recurso voluntário, vencido o Conselheiro Ricardo Marozzi Gregório que votou pela conversão do julgamento em diligência. O conselheiro Luiz Tadeu Matosinho Machado votou pelas conclusões do relator.
(documento assinado digitalmente)
Luiz Tadeu Matosinho Machado - Presidente
(documento assinado digitalmente)
Cleucio Santos Nunes - Relator
Participaram do presente julgamento os Conselheiros: Paulo Henrique Silva Figueiredo, Gustavo Guimarães da Fonseca, Ricardo Marozzi Gregório, Flávio Machado Vilhena Dias, Andréia Lúcia Machado Mourão, Cleucio Santos Nunes, Fabiana Okchstein Kelbert e Luiz Tadeu Matosinho Machado (Presidente).","ASSUNTO: CONTRIBUIÇÃO SOCIAL SOBRE O LUCRO LÍQUIDO (CSLL)
Ano-calendário: 1998
PEDIDO DE RESTITUIÇÃO. CRÉDITO ORIUNDO DE EMPRESA CINDIDA
Na hipótese de cisão de empresa em que uma recebe créditos de outra, como, por exemplo, saldo negativo de CSLL, cabe à empresa sucessora comprovar, contabilmente, mediante DIPJ e os livros razão e diário, bem como por outros meios idôneos, a titularidade do crédito. Se, instada a essa comprovação, a interessada não traz aos autos essas provas, não há como reconhecer a transferência do crédito alegado.
ENTREGA DA DIPJ DA EMPRESA CINDIDA. OBRIGATORIEDADE
De acordo com a IN/SRF nº 127, de 1998, é dever da empresa cindida entregar a DIPJ com todos os lançamentos exigidos para esse tipo de declaração. Tal entrega corrobora no contexto probatório da transferência de crédito da empresa cindida para a sucessora.
DEPÓSITO JUDICIAL EM MANDADO DE SEGURANÇA. CONVERSÃO EM RENDA UNIÃO (CTN, ART. 156, VI). FALTA DE COMPROVAÇÃO DA IMPETRAÇÃO DO MANDADO DE SEGURANÇA
Embora a conversão de depósito em renda da União possa configurar crédito do contribuinte dedutível da base de cálculo de IRPJ e CSLL, é fundamental que não haja dúvida de que o contribuinte interessado impetrou o mandado de segurança em que o depósito serviu de confirmação do pagamento de crédito tributário no processo judicial (conversão do depósito em renda). A juntada de cópia de petição inicial de mandado de segurança impetrado em litisconsórcio ativo, sem que conste o nome da empresa interessada, conduz à conclusão de que não pode se beneficiar dos efeitos jurídicos do pagamento realizado por meio de depósito judicial.
Recurso voluntário improvido"
